OBJECTID,StaType,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationName,StationFacilityName,StationAliases,DateModif,lon,lat,x,y
132,Station Building (with waiting room),TRAIN,61820,IL,Champaign, ,45 East University Avenue, ,CHM,"Champaign-Urbana, IL", ,Urbana,2018-09-14T07:04:42,-88.241366,40.115843,-88.2413659997944,40.1158430001395
133,Curbside Bus Stop only (no shelter),BUS,97624,OR,Chiloquin, ,34333 Highway 97, ,CHN,"Chiloquin, OR", ,"Kla-Mo-Ya Casino,Kla Mo Ya Casino,Klamoya Casino",2021-06-23T07:04:14,-121.883152,42.535691,-121.883151999828,42.5356909997389
134,Curbside Bus Stop only (no shelter),BUS,54729,WI,Chippewa Falls, ,2750 120th Street, ,CHP,"Chippewa Falls, WI", , ,2018-09-28T04:04:48,-91.427794,44.883096,-91.4277939997097,44.8830960000661
135,Station Building (with waiting room),TRAIN,29405,SC,North Charleston,North Charleston Transit Center,4565 Gaynor Avenue, ,CHS,"Charleston, SC", , ,2019-04-27T04:03:14,-79.998048,32.875473,-79.9980479998576,32.8754729999964
136,Station Building (with waiting room),TRAIN,25314,WV,Charleston, ,350 MacCorkle Avenue - Southeast, ,CHW,"Charleston, WV", , ,2018-09-14T04:04:48,-81.638494,38.346368,-81.6384939999127,38.3463679997886
137,Platform only (no shelter),TRAIN,95928,CA,Chico, ,450 Orange Street, ,CIC,"Chico, CA", , ,2018-09-14T04:04:48,-121.845861,39.723259,-121.845861000108,39.7232590000857
138,Station Building (with waiting room),TRAIN,45203,OH,Cincinnati, ,1301 Western Avenue,Union Terminal,CIN,"Cincinnati, OH",Union Terminal,Union Terminal,2018-12-13T07:03:25,-84.537061,39.109927,-84.5370610001805,39.1099270001276
139,Platform with Shelter,TRAIN,03743,NH,Claremont, ,Plains Road and Maple Avenue, ,CLA,"Claremont, NH", , ,2017-11-12T04:05:01,-72.377644,43.36833,-72.3776440000285,43.3683300001435
140,Station Building (with waiting room),TRAIN,29201,SC,Columbia, ,850 Pulaski Street, ,CLB,"Columbia, SC", , ,2017-11-12T04:05:01,-81.04049,33.994297,-81.0404899996642,33.9942970001863
141,Curbside Bus Stop only (no shelter),BUS,49601,MI,Cadillac, ,951 Casa Road, ,CLC,"Cadillac, MI", , ,2018-09-27T04:04:55,-85.389748,44.270402,-85.3897479997669,44.2704020001493
142,Station Building (with waiting room),TRAIN,44114,OH,Cleveland, ,200 Cleveland Memorial Shoreway, ,CLE,"Cleveland, OH", , ,2017-11-06T07:04:38,-81.696172,41.505787,-81.6961720000027,41.5057869996893
143,Station Building (with waiting room),TRAIN,24422,VA,Clifton Forge, ,307 East Ridgeway Street, ,CLF,"Clifton Forge, VA", , ,2018-09-14T04:04:48,-79.827363,37.814521,-79.8273629997322,37.8145210001461
144,Platform with Shelter,BUS,91711,CA,Claremont, ,200 West First Street, ,CLM,"Claremont, CA", , ,2018-09-21T04:04:45,-117.716857,34.094469,-117.716856999779,34.0944689997523
145,Station Building (with waiting room),TRAIN,06413,CT,Clinton, ,10 John Street Extension, ,CLN,"Clinton, CT", , ,2024-08-18T02:00:03,-72.52929,41.280743,-72.5292900000209,41.2807429997669
146,Station Building (with waiting room),TRAIN,22701,VA,Culpeper, ,111 South Commerce Street, ,CLP,"Culpeper, VA", , ,2017-11-12T04:05:03,-77.993421,38.47236,-77.9934209995921,38.4723600002217
147,Curbside Bus Stop only (no shelter),BUS,48617,MI,Clare, ,10197 South Clare Avenue, ,CLR,"Clare, MI", , ,2018-09-27T04:04:55,-84.767465,43.840968,-84.7674649996709,43.8409680000761
148,Station Building (with waiting room),TRAIN,28206,NC,Charlotte, ,1914 North Tryon Street, ,CLT,"Charlotte, NC", , ,2017-11-12T04:05:03,-80.822812,35.241403,-80.822811999816,35.2414030001239
149,Curbside Bus Stop only (no shelter),BUS,95425,CA,Cloverdale, ,501 Asti Road, ,CLV,"Cloverdale, CA", , ,2018-09-21T04:04:45,-123.011847,38.79811,-123.011847000179,38.7981100003478
150,Platform only (no shelter),TRAIN,93010,CA,Camarillo, ,30 Lewis Road, ,CML,"Camarillo, CA", , ,2017-11-12T04:05:04,-119.034114,34.215933,-119.034113999924,34.2159330000471
151,Platform with Shelter,TRAIN,97731,OR,Chemult, ,Palmer/Kranz Street and Depot Street, ,CMO,"Chemult, OR", , ,2018-09-14T04:04:49,-121.781594,43.216784,-121.781594000241,43.2167839999589
152,Station Building (with waiting room),BUS,03301,NH,Concord, ,30 Stickney Avenue, ,CNH,"Concord, NH", , ,2018-09-27T04:04:56,-71.534677,43.212748,-71.5346769999883,43.2127480001685
153,Platform only (no shelter),TRAIN,93219,CA,Allensworth, ,4011 Grant Drive, ,CNL,"Col Allensworth State Park, CA", ,"Allensworth,Colonel Allensworth,cnl",2024-09-06T02:06:46,-119.385865,35.864338,-119.38586499987,35.864337999993
154,Station Building (with waiting room),TRAIN,05735,VT,Castleton, ,266 Main Street, ,CNV,"Castleton, VT", , ,2017-11-12T04:05:05,-73.171337,43.613382,-73.1713369999729,43.6133819996975
155,Station Building (with waiting room),TRAIN,93212,CA,Corcoran, ,1099 Otis Avenue, ,COC,"Corcoran, CA", , ,2018-09-14T04:04:49,-119.55705,36.098516,-119.557049999587,36.0985160001363
156,Platform with Shelter,TRAIN,47331,IN,Connersville, ,1012 Eastern Avenue, ,COI,"Connersville, IN", , ,2017-11-12T04:05:06,-85.13338,39.645969,-85.1333799999078,39.6459689998402
157,Curbside Bus Stop only (no shelter),BUS,80905,CO,Colorado Springs, ,S Tejon St and I-25, ,COS,"Colorado Springs, CO", , ,2020-09-01T04:03:21,-104.823923,38.814882,-104.82392299988,38.8148819996718
158,Platform with Shelter,TRAIN,19320,PA,Coatesville, ,Third Avenue and Fleetwood Street, ,COT,"Coatesville, PA", , ,2024-07-20T02:00:03,-75.820929,39.985688,-75.8209290004227,39.9856880001636
159,Platform with Shelter,TRAIN,15425,PA,Connellsville, ,North Water Street & West Peach Street, ,COV,"Connellsville, PA", , ,2017-11-06T07:04:40,-79.592813,40.020282,-79.5928130003212,40.0202819997194
160,Station Building (with waiting room),TRAIN,95713,CA,Colfax, ,99 Railroad Street, ,COX,"Colfax, CA", , ,2018-09-14T04:04:49,-120.953075,39.099172,-120.953075000174,39.0991720001838
161,Curbside Bus Stop only (no shelter),BUS,95682,CA,Cameron Park, ,3952 Cambridge Rd, ,CPC,"Cameron Park, CA", ,"Cambridge Road,Cambridge Rd.",2021-06-23T07:04:14,-120.998594,38.658499,-120.998594000161,38.6584989999459
162,Platform with Shelter,TRAIN,93013,CA,Carpinteria, ,475 Linden Avenue, ,CPN,"Carpinteria, CA", , ,2018-09-14T04:04:49,-119.522975,34.39678,-119.522975000025,34.3967799998668
163,Curbside Bus Stop only (no shelter),BUS,95531,CA,Crescent City, ,1001 Front Street   , ,CRC,"Crescent City, CA", , ,2018-09-21T04:04:46,-124.193475,41.752373,-124.193474999576,41.7523730000363
164,Platform with Shelter,TRAIN,47933,IN,Crawfordsville, ,400 North Green Street, ,CRF,"Crawfordsville, IN", , ,2017-11-12T04:05:08,-86.899187,40.044705,-86.8991870000947,40.0447050001349
165,Station Building (with waiting room),TRAIN,08002,NJ,Cherry Hill, ,Cornell Avenue & West Marlton Pike, ,CRH,"Cherry Hill, NJ", , ,2018-09-27T04:04:57,-75.041824,39.928946,-75.0418240001935,39.9289459997573
166,Station Building (with waiting room),BUS,37043,TN,Clarksville, ,750 S Gateway Plaza Blvd, ,CRK,"Clarksville, TN", , ,2020-07-18T04:04:48,-87.217388,36.524485,-87.2173880001853,36.5244850000587
167,Curbside Bus Stop only (no shelter),BUS,93923,CA,Carmel, ,3645 Rio Road, ,CRM,"Carmel, CA", , ,2018-09-21T04:04:46,-121.908797,36.539033,-121.908797000354,36.5390329998667
168,Station Building (with waiting room),TRAIN,50801,IA,Creston, ,116 West Adams Street, ,CRN,"Creston, IA", , ,2021-01-20T04:04:16,-94.361617,41.05692,-94.3616170002703,41.056919999858
169,Station Building (with waiting room),TRAIN,10520,NY,Croton-on-Hudson, ,4 Veteran's Plaza and 1 Croton Point Avenue, ,CRT,"Croton-Harmon, NY", , ,2017-11-12T04:05:09,-73.882394,41.189903,-73.8823940002874,41.1899030001684
170,Station Building (with waiting room),TRAIN,62626,IL,Carlinville, ,128 Alton Road, ,CRV,"Carlinville, IL", , ,2017-11-06T07:04:41,-89.889276,39.279295,-89.8892760000357,39.2792949999171
171,Station Building (with waiting room),TRAIN,29631,SC,Clemson, ,1105 Tiger Boulevard, ,CSN,"Clemson, SC", , ,2017-11-12T04:05:10,-82.832501,34.691115,-82.8325010004193,34.6911149998953
172,Curbside Bus Stop only (no shelter),BUS,97733,OR,Crescent, ,136620 Highway 97, ,CSO,"Crescent, OR", , ,2021-07-15T04:04:11,-121.695659,43.462975,-121.695658999714,43.4629749998389
173,Station Building (with waiting room),TRAIN,98531,WA,Centralia, ,210 Railroad Avenue, ,CTL,"Centralia, WA", , ,2017-11-12T04:05:10,-122.953062,46.71747,-122.953061999876,46.7174699999125
174,Curbside Bus Stop only (no shelter),BUS,13617,NY,Canton, ,21 Miner Street,Downtown,CTO,"Canton, NY",Downtown, ,2019-02-15T04:03:17,-75.170827,44.594198,-75.1708269995575,44.5941980000222
175,Curbside Bus Stop only (no shelter),BUS,13617,NY,Canton, ,34 Cornell Drive,State University of New York,CTS,"Canton, NY",State University of New York, ,2018-06-22T07:04:35,-75.184956,44.603306,-75.1849559996885,44.6033060002514
176,Curbside Bus Stop only (no shelter),BUS,21502,MD,Cumberland, ,12401 Willowbrook Road SE,Allegany College of Maryland,CUA,"Cumberland, MD",Allegany College of Maryland, ,2018-09-27T04:04:57,-78.730438,39.650452,-78.7304380000773,39.6504520003337
177,Station Building (with waiting room),TRAIN,21502,MD,Cumberland, ,201 East Harrison Street,Amtrak Station,CUM,"Cumberland, MD",Amtrak Station, ,2019-02-14T04:03:17,-78.758,39.650628,-78.7580000000302,39.650627999746
178,Station Building (with waiting room),TRAIN,59427,MT,Cut Bank, ,101 BNSF Industrial Site, ,CUT,"Cut Bank, MT", , ,2018-09-14T04:04:50,-112.331584,48.638364,-112.331584000163,48.6383639999743
179,Curbside Bus Stop only (no shelter),BUS,86322,AZ,Camp Verde, ,1897 Pueblo Ridge, ,CVD,"Camp Verde, AZ", , ,2018-09-21T04:04:47,-111.886244,34.580541,-111.886244000432,34.5805410002633
180,Station Building (with waiting room),BUS,97330,OR,Corvallis, ,508 Southwest Monroe Ave,Downtown Transit Center,CVI,"Corvallis, OR",Downtown Transit Center, ,2022-03-09T07:04:17,-123.263452,44.564907,-123.263452000349,44.5649070000038
181,Curbside Bus Stop only (no shelter),BUS,97523,OR,Cave Junction, ,406 Redwood Coast Highway, ,CVJ,"Cave Junction, OR", , ,2018-09-27T04:04:57,-123.647,42.163002,-123.646999999857,42.1630019999875
182,Curbside Bus Stop only (no shelter),BUS,97331,OR,Corvallis, ,Southwest Jefferson Way,Oregon State University,CVO,"Corvallis, OR",Oregon State University, ,2022-03-09T07:04:17,-123.272751,44.564411,-123.272750999946,44.5644110003098
183,Station Building (with waiting room),TRAIN,22903,VA,Charlottesville, ,810 West Main Street, ,CVS,"Charlottesville, VA", , ,2017-11-12T04:05:12,-78.491684,38.031484,-78.4916840001209,38.0314840002712
184,Curbside Bus Stop only (no shelter),BUS,05446,VT,Colchester, ,Highway 7 at Brentwood Drive, ,CVT,"Colchester, VT", , ,2021-06-24T07:04:17,-73.165387,44.594999,-73.1653869997054,44.5949989999871
185,Platform with Shelter,TRAIN,19020,PA,Cornwells Heights, ,700 Station Avenue, ,CWH,"Cornwells Heights, PA", , ,2018-09-14T04:04:50,-74.952187,40.071663,-74.9521870001597,40.0716629997955
186,Platform with Shelter,TRAIN,91311,CA,Chatsworth, ,10040 Old Depot Plaza Road, ,CWT,"Chatsworth, CA", , ,2017-11-12T04:05:13,-118.599417,34.253205,-118.599416999828,34.2532050003129
187,Station Building (with waiting room),TRAIN,27513,NC,Cary, ,211 North Academy Street, ,CYN,"Cary, NC", , ,2017-11-12T04:05:13,-78.782246,35.788294,-78.7822460002658,35.7882940002429
188,Station Building (with waiting room),BUS,75202,TX,Dallas, ,205 South Lamar Street,Greyhound Station,DAG,"Dallas, TX",Greyhound Station, ,2019-02-14T07:03:19,-96.804121,32.778637,-96.8041209999062,32.778637000299
189,Station Building (with waiting room),TRAIN,75202,TX,Dallas, ,400 South Houston Street,Eddie Bernice Johnson Union Sta,DAL,"Dallas, TX",Eddie Bernice Johnson Union Sta,Union Station,2019-05-10T07:03:12,-96.807235,32.776094,-96.8072349999571,32.7760939998943
190,Curbside Bus Stop only (no shelter),BUS,04543,ME,Damariscotta, ,167 Main Street, ,DAM,"Damariscotta, ME", , ,2018-09-26T04:04:50,-69.531009,44.032398,-69.5310089997977,44.032398000255
191,Station Building (with waiting room),TRAIN,24541,VA,Danville, ,677 Craghead Street, ,DAN,"Danville, VA", , ,2017-11-12T04:05:14,-79.383968,36.58409,-79.3839679999144,36.5840899998786
192,Station Building (with waiting room),BUS,45426,OH,Trotwood, ,5136 Salem Avenue, ,DAT,"Dayton-Trotwood, OH", ,Trotwood,2021-09-30T02:04:01,-84.27806,39.81762,-84.2780599995961,39.8176200001998
193,Station Building (with waiting room),TRAIN,95616,CA,Davis, ,840 Second Street, ,DAV,"Davis, CA", , ,2018-09-14T04:04:50,-121.737707,38.543562,-121.737707000173,38.5435620001606
194,Station Building (with waiting room),BUS,15801,PA,Du Bois, ,4900 Rockton Road, ,DBI,"Du Bois, PA", , ,2018-07-19T07:04:40,-78.72441,41.111736,-78.724409999992,41.1117359996832
195,Station Building (with waiting room),BUS,94588,CA,Pleasanton, ,5801 Owens Drive, ,DBP,"Dublin-Pleasanton, CA", ,Pleasanton,2018-09-21T07:04:43,-121.897697,37.702833,-121.897696999885,37.7028330000535
196,Curbside Bus Stop only (no shelter),BUS,98368,WA,Discovery Bay, ,282624 U.S. Highway 101, ,DBY,"Discovery Bay, WA", , ,2019-01-11T07:03:27,-122.887334,47.987795,-122.887333999794,47.9877950000069
197,Platform with Shelter,BUS,33525,FL,Dade City, ,14418 5th Street, ,DDE,"Dade City, FL", , ,2024-06-09T02:00:03,-82.18744,28.367854,-82.1874399999755,28.3678539998084
198,Station Building (with waiting room),TRAIN,67801,KS,Dodge City, ,201 East Wyatt Earp Boulevard, ,DDG,"Dodge City, KS", , ,2023-06-14T02:06:43,-100.016961,37.752306,-100.016960999904,37.7523059999792
199,Platform with Shelter,TRAIN,88030,NM,Deming, ,400 East Railroad Avenue, ,DEM,"Deming, NM", , ,2024-06-09T02:00:04,-107.754346,32.27177,-107.75434600016,32.2717699996277
200,Station Building (with waiting room),TRAIN,80202,CO,Denver, ,1701 Wynkoop Street,Union Station,DEN,"Denver, CO",Union Station,Union Station,2018-12-13T07:03:25,-104.999929,39.752959,-104.999928999911,39.7529590001022
201,Station Building (with waiting room),TRAIN,48124,MI,Dearborn, ,21201 Michigan Avenue, ,DER,"Dearborn, MI", , ,2018-09-14T04:04:51,-83.235311,42.307167,-83.2353109996428,42.3071669997036
202,Station Building (with waiting room),TRAIN,48202,MI,Detroit, ,11 West Baltimore Avenue, ,DET,"Detroit, MI", , ,2017-11-06T07:04:44,-83.072397,42.368097,-83.0723969998503,42.3680970001648
203,Station Building (with waiting room),TRAIN,33442,FL,Deerfield Beach, ,1300 West Hillsboro Boulevard, ,DFB,"Deerfield Beach, FL", , ,2017-11-12T04:05:17,-80.122147,26.317069,-80.1221469999658,26.3170690001715
204,Curbside Bus Stop only (no shelter),BUS,82633,WY,Douglas, ,1108 West Yellowstone Hwy, ,DGS,"Douglas, WY", , ,2020-03-07T04:11:17,-105.403907,42.762421,-105.403907000345,42.7624209998898
205,Station Building (with waiting room),TRAIN,03824,NH,Durham, ,3 Depot Road,University of New Hampshire,DHM,"Durham, NH",University of New Hampshire, ,2022-08-18T07:04:45,-70.936013,43.139328,-70.9360130003141,43.1393280003212
206,Station Building (with waiting room),TRAIN,29536,SC,Dillon, ,100 North Railroad Avenue, ,DIL,"Dillon, SC", , ,2017-11-12T04:05:18,-79.372301,34.417647,-79.3723009999062,34.4176470002753
207,Curbside Bus Stop only (no shelter),BUS,13630,NY,De Kalb Junction, ,4329 U.S. Highway 11, ,DKJ,"De Kalb Junction, NY", , ,2018-06-22T07:04:35,-75.274378,44.504682,-75.2743779996371,44.5046819999345
208,Platform with Shelter,TRAIN,33444,FL,Delray Beach, ,345 South Congress Avenue, ,DLB,"Delray Beach, FL", , ,2017-11-12T04:05:18,-80.091154,26.454021,-80.0911539997695,26.4540209996052
209,Station Building (with waiting room),TRAIN,32720,FL,DeLand, ,2491 Old New York Avenue, ,DLD,"DeLand, FL", , ,2018-09-14T04:04:52,-81.352477,29.017849,-81.3524769998967,29.0178490001936
210,Station Building (with waiting room),TRAIN,56501,MN,Detroit Lakes, ,116 Pioneer Street, ,DLK,"Detroit Lakes, MN", , ,2017-11-12T04:05:19,-95.845998,46.819692,-95.8459979997025,46.8196920002241
211,Curbside Bus Stop only (no shelter),BUS,15626,PA,Delmont, ,6583 U.S. Highway 22, ,DLT,"Delmont, PA", , ,2018-07-19T07:04:40,-79.580374,40.399029,-79.5803739998359,40.3990289998145
212,Station Building (with waiting room),TRAIN,27701,NC,Durham, ,601 West Main Street, ,DNC,"Durham, NC", , ,2018-09-15T04:04:45,-78.906299,35.997347,-78.9062990003432,35.9973470001762
213,Station Building (with waiting room),TRAIN,29042,SC,Denmark, ,200 West Baruch Street, ,DNK,"Denmark, SC", , ,2017-11-12T04:05:20,-81.143635,33.326184,-81.143634999863,33.3261839997188
214,Station Building (with waiting room),TRAIN,49047,MI,Dowagiac, ,200 Depot Drive, ,DOA,"Dowagiac, MI", , ,2017-11-12T04:05:20,-86.109041,41.980941,-86.1090409998462,41.9809410000732
215,Station Building (with waiting room),TRAIN,03820,NH,Dover, ,33 Chestnut Street, ,DOV,"Dover, NH", , ,2017-11-12T04:05:20,-70.878361,43.197968,-70.8783610001633,43.1979680003127
216,Platform with Shelter,TRAIN,19335,PA,Downingtown, ,159 Viaduct Avenue, ,DOW,"Downingtown, PA", , ,2017-11-12T04:05:20,-75.710775,40.002193,-75.7107750003224,40.0021929999704
217,Curbside Bus Stop only (no shelter),BUS,54415,WI,De Pere, ,100 Lawrence Dr,De Pere Park and Ride,DPE,"Green Bay, WI",De Pere Park and Ride, ,2019-07-11T07:03:38,-88.088426,44.451367,-88.0884259999914,44.4513669999949
218,Station Building (with waiting room),TRAIN,62832,IL,Du Quoin, ,20 North Chestnut Street, ,DQN,"Du Quoin, IL", , ,2017-11-12T04:05:21,-89.240254,38.012328,-89.2402539996192,38.0123279998772
219,Station Building (with waiting room),TRAIN,48429,MI,Durand, ,200 South Railroad Street, ,DRD,"Durand, MI", , ,2017-11-12T04:05:21,-83.98232,42.909495,-83.9823199996608,42.9094950002816
220,Platform only (no shelter),TRAIN,78840,TX,Del Rio, ,100 North Main Street, ,DRT,"Del Rio, TX", , ,2021-01-22T04:04:26,-100.902662,29.362202,-100.902661999768,29.3622020003765
221,Curbside Bus Stop only (no shelter),BUS,97911,OR,Drewsey, ,178 U.S. Highway 20, ,DRW,"Drewsey, OR", , ,2018-06-15T07:04:18,-118.357319,43.778199,-118.357318999667,43.7781990003009
222,Station Building (with waiting room),BUS,55802,MN,Duluth, ,228 West Michigan Street,Transportation Center,DUL,"Duluth, MN",Transportation Center, ,2019-02-14T07:03:19,-92.101209,46.783872,-92.1012089997766,46.7838719998254
223,Station Building (with waiting room),TRAIN,96025,CA,Dunsmuir, ,5750 Sacramento Avenue, ,DUN,"Dunsmuir, CA", , ,2018-09-14T04:04:52,-122.270587,41.211127,-122.270586999689,41.2111269999402
224,Curbside Bus Stop only (no shelter),BUS,55812,MN,Duluth, ,1120 Kirby Drive,University of Minnesota,DUU,"Duluth, MN",University of Minnesota, ,2018-09-27T04:05:01,-92.086097,46.817841,-92.0860970001797,46.8178409998797
225,Curbside Bus Stop only (no shelter),BUS,61834,IL,Danville, ,379 Lynch Road, ,DVI,"Danville, IL", , ,2018-09-26T04:04:50,-87.540521,40.122053,-87.5405210000191,40.1220530002327
226,Station Building (with waiting room),TRAIN,58301,ND,Devils Lake, ,Railroad Avenue and Third Street, ,DVL,"Devils Lake, ND", , ,2017-11-12T04:05:25,-98.861372,48.110468,-98.8613720003198,48.1104680000638
227,Station Building (with waiting room),BUS,52801,IA,Davenport, ,304 W. River Drive, ,DVP,"Davenport, IA", , ,2020-05-06T04:10:24,-90.57779,41.52075,-90.5777900001791,41.520750000277
228,Station Building (with waiting room),TRAIN,60420,IL,Dwight, ,401 South Columbia Street, ,DWT,"Dwight, IL", , ,2017-11-12T04:05:26,-88.430707,41.089854,-88.4307069997379,41.089853999842
229,Curbside Bus Stop only (no shelter),BUS,32118,FL,Daytona Beach, ,100 North Atlantic Avenue, ,DYA,"Daytona Beach, FL", , ,2018-09-26T04:04:51,-81.008922,29.228923,-81.008922000431,29.2289230000028
230,Platform with Shelter,TRAIN,46311,IN,Dyer, ,913 Sheffield Avenue, ,DYE,"Dyer, IN", , ,2017-11-12T04:05:26,-87.518076,41.515413,-87.5180759997573,41.5154130001591
231,Curbside Bus Stop only (no shelter),BUS,15931,PA,Ebensburg, ,202 West High Street, ,EBN,"Ebensburg, PA", , ,2018-09-27T04:05:01,-78.726152,40.485126,-78.7261520004145,40.485125999728
232,Station Building (with waiting room),TRAIN,98020,WA,Edmonds, ,211 Railroad Avenue, ,EDM,"Edmonds, WA", , ,2017-11-12T04:05:27,-122.384141,47.811081,-122.38414100007,47.81108100002
